source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,risk_percent
deep_borehole,39.834,25.455,6.314,0.9,7,188.897,Monsoon,7.387,14.206,1,63.813
spring,4.3,22.172,8.338,0.768,12,20.094,Winter,7.228,7.183,2,18.817
pond,25.476,22.71,6.871,0.335,4,14.743,Summer,7.344,22.953,1,50.724
spring,27.025,19.452,6.222,0.551,5,35.545,Summer,7.617,23.496,2,53.308
open_catchment,2.769,27.362,3.67,0.165,8,64.871,Monsoon,7.897,4.339,3,32.791
river,16.006,25.636,6.303,0.956,8,52.627,Monsoon,7.477,11.94,3,30.402
open_catchment,5.675,25.868,8.598,0.709,12,56.697,Winter,7.712,24.1,1,55.431
rooftop_rainwater,24.953,24.925,4.427,0.374,5,104.616,Summer,7.384,3.028,2,30.493
river,5.981,21.57,10.146,0.318,11,42.992,Autumn,6.879,12.719,1,36.582
river,13.638,25.938,7.615,0.239,3,122.347,Summer,7.808,19.698,4,62.266
open_catchment,6.292,26.816,5.342,0.787,10,52.847,Autumn,8.49,7.643,2,26.88
shallow_well,2.585,22.395,7.343,0.435,8,29.716,Monsoon,7.773,22.49,4,56.152
open_catchment,2.223,24.915,8.03,0.33,2,20.841,Winter,7.722,16.381,1,33.962
spring,5.541,23.055,6.267,0.905,12,127.98,Winter,7.963,15.062,4,46.749
shallow_well,14.085,24.353,6.064,0.15,9,61.749,Monsoon,7.913,15.391,2,48.563
spring,9.291,21.594,9.961,0.264,6,23.343,Monsoon,7.622,14.221,5,37.819
rooftop_rainwater,11.668,24.195,6.49,0.345,10,20.987,Autumn,7.126,1.136,4,19.941
pond,3.317,29.882,6.785,0.26,4,11.828,Summer,7.491,1.339,2,20.072
reservoir,6.567,23.494,8.985,0.585,4,174.113,Summer,7.064,5.826,2,48.281
community_tank,0.454,22.957,6.891,0.601,3,51.836,Summer,7.25,8.199,4,23.874
shallow_well,17.012,23.146,8.147,0.055,11,138.785,Autumn,7.917,8.475,0,40.217
rooftop_rainwater,45.944,24.429,6.292,0.145,5,261.726,Summer,7.422,0.94,0,65.959
reservoir,5.224,30.377,5.953,0.199,6,207.637,Monsoon,7.552,2.24,2,59.66
deep_borehole,0.11,29.217,7.571,0.07,10,21.621,Autumn,7.623,16.862,2,42.151
rooftop_rainwater,1.861,24.57,5.529,0.125,3,581.367,Summer,7.527,13.312,0,100.0
open_catchment,10.571,23.072,7.611,0.24,9,69.142,Monsoon,7.445,9.049,3,31.211
open_catchment,9.47,19.717,5.623,0.346,8,10.382,Monsoon,8.044,0.044,4,26.378
community_tank,15.505,22.266,7.596,0.791,12,41.484,Winter,7.272,9.343,2,25.138
rooftop_rainwater,2.929,19.076,8.853,0.218,6,36.038,Monsoon,8.446,17.795,1,54.371
canal,14.424,27.22,4.01,0.67,5,49.564,Summer,6.726,10.442,2,33.46
pond,11.647,29.007,6.383,0.058,11,43.575,Autumn,7.319,15.239,6,48.218
open_catchment,3.898,23.874,4.06,0.658,3,60.158,Summer,7.644,16.393,1,45.524
community_tank,7.885,26.152,6.56,0.795,3,16.255,Summer,7.671,17.856,2,33.017
pond,1.593,21.733,7.504,0.605,8,44.441,Monsoon,7.097,12.856,1,35.952
rooftop_rainwater,6.025,19.18,6.49,0.201,6,21.34,Monsoon,7.319,3.332,1,28.064
rooftop_rainwater,21.303,25.167,3.789,0.33,10,39.423,Autumn,7.93,22.136,2,58.509
river,5.468,26.15,8.348,0.805,11,27.458,Autumn,7.691,4.526,3,18.037
community_tank,18.299,30.112,4.81,0.432,6,21.606,Monsoon,7.603,4.284,2,29.237
reservoir,8.922,31.19,8.253,0.255,4,68.5,Summer,7.088,21.198,1,59.13
open_catchment,2.13,24.164,5.88,0.933,3,53.515,Summer,7.305,17.616,3,40.44
canal,8.701,27.736,5.694,0.637,6,49.366,Monsoon,7.501,3.872,1,24.485
rooftop_rainwater,7.052,25.945,7.016,0.806,1,20.981,Winter,7.68,11.945,2,26.827
canal,5.086,25.007,8.599,0.025,11,57.551,Autumn,7.319,10.52,4,35.072
rooftop_rainwater,1.274,24.888,9.933,0.339,5,31.302,Summer,7.268,24.758,2,54.148
open_catchment,5.391,24.565,6.385,0.459,7,21.54,Monsoon,7.556,21.289,2,46.029
pond,0.755,24.694,5.047,0.587,1,87.545,Winter,7.667,22.611,3,60.232
piped_protected,1.04,29.97,7.519,0.19,10,72.806,Autumn,7.153,67.478,2,100.0
pond,5.377,25.644,4.991,0.498,12,1.964,Winter,7.067,14.982,3,35.822
rooftop_rainwater,3.644,30.226,8.116,0.686,4,4.134,Summer,7.3,70.389,4,99.551
spring,25.976,22.305,7.665,0.346,2,153.091,Winter,7.836,3.896,2,41.28
piped_protected,4.711,16.502,9.032,0.691,1,9.493,Winter,7.253,5.063,1,21.549
reservoir,14.182,23.611,8.58,0.39,1,8.924,Winter,7.312,6.122,3,19.931
piped_protected,7.555,22.492,7.209,0.469,12,27.876,Winter,7.035,1.152,4,21.952
canal,12.177,20.519,7.047,0.134,7,41.686,Monsoon,7.291,17.988,0,54.45
community_tank,3.013,28.902,5.669,0.651,6,19.923,Monsoon,7.214,13.901,1,38.859
canal,28.457,20.991,5.639,0.224,7,1.885,Monsoon,8.376,21.542,2,60.095
canal,7.552,26.748,6.938,0.829,1,37.424,Winter,7.603,14.447,1,35.27
reservoir,17.798,31.043,5.384,0.553,10,192.554,Autumn,7.635,13.782,5,67.515
spring,4.542,21.55,6.598,0.56,12,8.395,Winter,7.982,5.367,1,19.362
pond,1.056,24.307,6.294,0.912,3,165.218,Summer,7.258,16.508,1,54.886
pond,11.2,29.058,7.889,0.167,7,24.376,Monsoon,6.672,2.16,1,25.223
deep_borehole,0.078,23.754,6.966,0.53,10,189.152,Autumn,7.844,5.34,3,37.821
rooftop_rainwater,6.449,25.997,8.492,0.382,10,59.536,Autumn,7.18,19.33,6,52.967
spring,2.142,26.918,6.547,0.966,9,18.754,Monsoon,7.743,6.295,0,17.039
deep_borehole,9.872,25.521,5.246,0.793,6,59.908,Monsoon,7.529,2.473,1,25.984
open_catchment,38.834,23.655,7.824,0.758,8,118.08,Monsoon,8.017,11.321,1,46.239
rooftop_rainwater,6.244,22.657,6.814,0.204,9,7.74,Monsoon,8.108,8.16,2,29.284
rooftop_rainwater,17.01,21.716,6.595,0.237,7,35.773,Monsoon,7.49,24.411,0,69.791
river,7.088,26.79,6.367,0.029,9,89.641,Monsoon,6.879,11.046,0,44.304
river,6.849,23.026,6.983,0.639,11,22.882,Autumn,7.292,1.121,3,17.764
shallow_well,26.653,28.588,6.594,0.371,10,8.89,Autumn,7.947,12.239,4,33.638
shallow_well,22.07,29.768,7.775,0.312,4,246.305,Summer,7.265,18.316,1,86.377
canal,15.408,21.53,8.11,0.637,9,5.594,Monsoon,7.18,6.36,4,22.404
open_catchment,3.513,27.215,6.444,0.829,9,23.534,Monsoon,7.892,16.268,0,39.28
piped_protected,7.875,31.177,9.999,0.133,2,29.882,Winter,7.322,5.87,0,27.413
piped_protected,2.535,22.434,6.145,0.919,11,257.71,Autumn,8.075,4.075,1,57.604
river,5.868,28.602,7.027,0.034,9,3.812,Monsoon,6.537,1.511,0,25.031
river,6.621,26.686,4.567,0.095,3,31.606,Summer,7.547,18.098,2,52.545
river,17.817,27.881,6.843,0.838,11,17.141,Autumn,8.022,5.629,3,15.763
spring,22.636,22.731,6.695,0.493,7,17.038,Monsoon,6.641,14.08,1,36.161
community_tank,5.355,30.716,6.926,0.939,11,151.896,Autumn,8.054,16.149,1,54.145
shallow_well,0.179,22.991,8.465,0.462,12,12.375,Winter,6.887,0.371,0,18.757
spring,19.789,26.922,9.519,0.926,3,9.406,Summer,6.719,9.17,1,21.585
pond,1.915,24.81,8.662,0.24,12,10.161,Winter,7.319,2.257,2,15.413
piped_protected,9.725,26.61,6.846,0.616,11,37.748,Autumn,7.726,17.775,5,43.409
reservoir,0.253,22.05,7.295,0.994,5,31.301,Summer,7.141,15.687,3,28.15
rooftop_rainwater,5.1,21.318,9.285,0.376,12,24.64,Winter,7.604,5.321,1,20.643
shallow_well,42.659,25.861,5.498,0.001,2,18.989,Winter,7.776,4.743,2,20.347
deep_borehole,1.061,23.898,8.177,0.064,10,131.657,Autumn,7.966,10.247,4,46.323
pond,5.511,23.796,5.668,0.859,10,4.81,Autumn,7.84,5.534,1,18.518
shallow_well,3.669,26.634,8.715,0.492,3,106.721,Summer,7.858,14.442,1,41.573
reservoir,23.548,20.516,6.799,0.537,10,8.21,Autumn,7.434,13.568,2,32.59
spring,20.352,28.621,5.681,0.799,4,93.171,Summer,7.785,5.058,3,29.218
open_catchment,2.714,25.359,6.013,0.812,10,71.665,Autumn,7.609,14.709,5,39.456
rooftop_rainwater,0.847,27.288,6.252,0.477,12,59.962,Winter,7.178,23.823,3,60.54
shallow_well,9.865,26.582,8.429,0.858,12,29.339,Winter,7.602,23.255,3,51.394
community_tank,4.1,26.747,9.009,0.468,6,21.028,Monsoon,7.319,14.251,4,37.235
river,11.15,21.405,6.397,0.675,11,38.701,Autumn,7.273,7.693,2,21.944
river,0.326,28.494,5.691,0.033,6,98.115,Monsoon,7.317,3.374,4,35.473
rooftop_rainwater,1.432,25.819,10.045,0.138,3,23.446,Summer,6.438,15.848,3,79.889
reservoir,11.595,23.575,8.229,0.851,3,19.376,Summer,8.119,21.364,0,46.549
spring,2.387,24.624,5.837,0.313,9,30.756,Monsoon,7.301,4.04,1,23.083
river,19.49,26.086,7.539,0.335,10,24.836,Autumn,6.886,20.173,1,47.011
shallow_well,0.604,25.541,6.382,0.663,2,27.318,Winter,7.378,3.506,0,13.267
deep_borehole,2.427,26.792,5.072,0.593,4,166.39,Summer,7.741,9.959,2,51.797
piped_protected,65.433,29.96,6.535,0.082,5,15.029,Summer,7.607,3.682,1,22.524
piped_protected,5.675,21.89,4.944,0.766,8,112.289,Monsoon,7.385,2.43,0,31.247
pond,12.139,27.251,6.279,0.617,8,80.236,Monsoon,7.811,9.47,2,34.236
canal,2.017,24.678,6.42,0.855,6,7.887,Monsoon,7.736,16.95,1,33.298
open_catchment,9.413,28.428,6.19,0.535,2,15.918,Winter,8.958,16.896,4,88.151
rooftop_rainwater,12.95,29.877,8.366,0.414,10,30.529,Autumn,6.917,15.681,4,43.095
pond,3.776,25.588,7.606,0.371,10,30.247,Autumn,7.779,7.087,0,21.125
canal,17.655,26.862,6.041,0.004,1,18.988,Winter,7.175,8.932,4,24.204
spring,9.249,28.648,7.484,0.04,7,87.706,Monsoon,7.159,20.228,0,67.341
community_tank,4.929,27.995,8.959,0.131,10,39.207,Autumn,7.286,16.897,0,52.115
community_tank,8.156,28.77,5.755,0.93,1,34.462,Winter,7.685,21.61,4,44.935
open_catchment,8.598,24.106,5.029,0.881,11,116.251,Autumn,7.723,6.043,5,30.986
river,1.81,23.449,5.373,0.497,3,15.715,Summer,7.602,17.968,1,38.868
shallow_well,5.154,21.591,7.565,0.18,9,18.19,Monsoon,7.311,22.972,2,64.763
pond,4.207,24.414,9.235,0.146,6,21.863,Monsoon,7.556,11.238,3,32.926
pond,5.123,24.747,8.272,0.256,8,8.233,Monsoon,7.189,2.908,2,21.388
rooftop_rainwater,14.318,24.569,8.927,0.909,12,31.397,Winter,7.917,17.595,4,34.992
rooftop_rainwater,6.588,26.477,3.701,0.521,9,59.604,Monsoon,6.198,11.555,6,91.085
community_tank,28.187,26.555,5.75,0.804,7,9.323,Monsoon,6.704,18.392,4,37.254
community_tank,3.477,24.804,5.323,0.507,8,11.491,Monsoon,7.346,14.009,0,35.071
reservoir,5.373,26.04,7.838,0.609,4,33.414,Summer,7.159,19.273,2,44.681
deep_borehole,15.463,27.48,6.701,0.61,5,45.044,Summer,7.223,20.352,1,48.415
deep_borehole,7.897,22.604,2.501,0.031,7,25.123,Monsoon,7.322,0.18,1,38.093
reservoir,7.919,27.8,8.14,0.445,9,21.797,Monsoon,6.85,4.573,2,20.574
river,0.548,23.166,8.752,0.864,8,122.597,Monsoon,7.485,12.549,2,47.637
deep_borehole,5.085,29.317,10.014,0.489,7,18.103,Monsoon,7.272,1.925,3,24.155
shallow_well,3.157,25.499,7.248,0.435,4,144.33,Summer,7.513,23.208,2,66.241
shallow_well,73.159,25.192,7.929,0.527,11,18.423,Autumn,6.794,14.496,1,39.84
pond,3.687,19.631,5.288,0.381,1,53.596,Winter,7.406,7.275,2,31.49
piped_protected,21.585,26.974,4.537,0.515,1,17.989,Winter,6.688,8.096,2,26.292
reservoir,11.277,25.285,8.865,0.135,12,21.019,Winter,7.073,7.044,2,24.759
shallow_well,4.169,25.522,7.821,0.968,5,17.198,Summer,8.132,5.274,1,11.769
canal,7.842,24.721,8.873,0.034,7,66.066,Monsoon,6.577,12.015,3,41.13
community_tank,18.359,26.876,6.616,0.483,11,162.138,Autumn,8.088,15.748,3,62.856
rooftop_rainwater,21.487,27.476,10.555,0.21,12,35.53,Winter,7.161,21.256,3,50.813
deep_borehole,1.748,26.452,7.47,0.058,8,11.509,Monsoon,7.416,17.908,4,47.552
reservoir,4.149,28.951,5.87,0.652,7,59.776,Monsoon,7.136,0.568,4,33.957
pond,4.083,22.842,6.523,0.985,4,139.059,Summer,7.63,24.839,1,67.239
open_catchment,0.43,23.221,4.594,0.75,11,76.172,Autumn,7.484,1.316,0,24.214
rooftop_rainwater,9.119,26.22,5.586,0.254,7,8.338,Monsoon,6.545,5.023,2,15.73
canal,19.298,26.985,6.419,0.493,6,17.609,Monsoon,6.934,0.292,4,23.176
deep_borehole,4.806,26.55,9.325,0.05,8,14.426,Monsoon,7.075,7.519,1,26.705
canal,13.472,21.137,6.901,0.532,9,34.016,Monsoon,7.195,2.162,1,26.686
community_tank,9.881,21.392,8.627,0.099,1,56.682,Winter,7.656,5.718,1,28.797
community_tank,4.71,24.446,6.85,0.795,2,97.059,Winter,7.461,9.421,1,34.216
river,1.521,19.632,5.461,0.057,8,47.724,Monsoon,7.861,19.164,2,59.524
pond,12.355,25.783,7.818,0.009,7,144.566,Monsoon,7.386,4.139,3,50.086
rooftop_rainwater,19.28,24.775,5.733,0.862,7,201.836,Monsoon,7.378,16.986,3,71.211
spring,11.579,22.257,6.404,0.943,3,133.559,Summer,7.888,16.377,1,52.355
spring,0.18,23.345,10.047,0.087,7,16.54,Monsoon,7.368,16.1,4,42.503
rooftop_rainwater,2.436,25.329,7.907,0.279,4,64.071,Summer,7.356,16.339,6,40.132
open_catchment,0.72,20.519,5.77,0.742,10,55.331,Autumn,7.612,7.886,3,32.199
pond,8.449,23.19,8.098,0.54,10,211.127,Autumn,7.561,23.928,4,83.057
canal,14.125,24.21,5.593,0.949,2,730.981,Winter,7.641,6.748,2,87.755
open_catchment,1.172,24.101,4.369,0.389,1,22.169,Winter,7.238,10.579,1,33.253
piped_protected,18.222,24.187,8.639,0.003,8,40.604,Monsoon,5.916,4.208,2,98.073
rooftop_rainwater,8.108,29.077,7.442,0.02,5,37.151,Summer,7.368,20.462,2,60.287
canal,11.711,27.846,6.704,0.565,10,110.74,Autumn,7.966,1.724,0,30.328
spring,35.544,23.071,4.502,0.752,4,29.914,Summer,7.47,11.059,1,25.941
shallow_well,0.874,21.888,6.527,0.791,9,67.32,Monsoon,7.711,9.657,0,31.334
reservoir,23.149,23.76,7.288,0.912,5,35.28,Summer,7.342,3.053,1,19.773
river,1.348,28.681,5.252,0.229,10,7.815,Autumn,7.354,24.143,2,55.502
spring,4.992,18.618,7.063,0.738,2,33.426,Winter,7.58,21.533,3,52.236
pond,19.068,25.251,9.325,0.827,9,42.157,Monsoon,7.125,6.01,2,21.269
community_tank,23.672,24.076,7.34,0.836,10,44.925,Autumn,7.702,10.299,1,21.633
reservoir,7.06,28.595,7.877,0.412,7,96.896,Monsoon,7.849,17.749,2,60.757
reservoir,9.017,27.943,6.34,0.626,9,23.129,Monsoon,8.076,22.231,4,55.585
shallow_well,12.315,20.596,5.423,0.552,5,12.428,Summer,7.909,22.841,2,52.861
river,17.883,28.59,6.158,0.597,7,144.283,Monsoon,7.978,11.902,1,55.292
river,1.296,17.999,8.582,0.282,8,22.364,Monsoon,7.076,18.888,2,54.878
piped_protected,16.611,26.837,6.854,0.683,12,42.587,Winter,7.463,4.562,2,21.073
piped_protected,6.564,27.106,6.697,0.71,4,37.644,Summer,7.191,21.343,5,47.919
deep_borehole,5.99,30.056,6.242,0.196,8,7.995,Monsoon,7.471,17.999,2,52.918
spring,5.515,25.682,5.093,0.444,7,151.579,Monsoon,8.278,22.417,3,72.245
spring,7.117,23.007,9.051,0.422,3,47.519,Summer,8.059,21.443,1,51.574
spring,29.013,21.975,6.688,0.749,11,65.501,Autumn,7.561,1.0,1,26.482
deep_borehole,7.945,29.381,6.203,0.667,11,125.007,Autumn,7.975,82.185,4,100.0
open_catchment,30.614,30.091,7.12,0.476,8,31.193,Monsoon,7.69,16.002,1,47.819
river,1.988,23.655,6.206,0.653,4,64.627,Summer,7.352,22.456,2,48.258
shallow_well,12.878,25.067,7.469,0.263,2,42.568,Winter,7.6,2.748,2,15.975
pond,16.726,29.09,5.973,0.232,9,79.004,Monsoon,8.02,22.283,5,64.278
river,11.367,27.307,7.185,0.24,8,25.051,Monsoon,7.421,17.688,0,49.946
piped_protected,9.337,24.44,6.921,0.029,4,172.993,Summer,7.603,17.217,3,68.979
reservoir,8.32,22.721,9.783,0.691,3,11.866,Summer,7.88,5.952,2,19.426
canal,19.728,22.476,9.866,0.986,3,142.361,Summer,7.625,6.144,6,40.365
community_tank,17.24,27.86,8.181,0.309,6,154.611,Monsoon,7.431,5.643,1,47.552
deep_borehole,1.304,23.899,6.868,0.93,2,49.309,Winter,7.444,11.023,2,29.276
rooftop_rainwater,18.877,23.78,8.205,0.607,11,33.721,Autumn,7.236,2.876,3,15.77
canal,5.346,26.836,8.157,0.225,3,141.178,Summer,7.212,20.237,1,64.629
pond,2.926,25.242,6.295,0.012,1,91.914,Winter,7.159,18.642,2,49.072
spring,20.384,26.168,4.526,0.724,10,15.926,Autumn,7.867,11.309,1,25.35
piped_protected,5.657,24.028,4.145,0.697,5,62.409,Summer,6.969,9.746,3,30.374
piped_protected,16.522,23.903,6.821,0.229,3,28.22,Summer,7.722,21.054,1,49.964
piped_protected,3.057,22.797,6.243,0.333,11,55.147,Autumn,7.831,4.687,2,21.299
spring,0.039,27.127,6.184,0.898,7,65.419,Monsoon,7.119,0.487,5,21.696
rooftop_rainwater,6.841,25.255,5.793,0.157,9,16.361,Monsoon,7.146,10.338,0,31.995
deep_borehole,1.056,25.879,5.728,0.835,5,9.094,Summer,7.322,21.737,4,39.507
canal,14.04,21.941,7.982,0.169,2,20.303,Winter,7.728,1.993,0,20.966
spring,3.231,27.087,2.456,0.482,2,124.502,Winter,7.216,22.898,4,75.655
pond,5.863,25.936,7.882,0.499,12,40.819,Winter,7.319,4.753,0,17.936
deep_borehole,0.911,27.191,6.586,0.472,4,127.675,Summer,7.414,7.487,1,36.876
pond,3.378,26.035,9.161,0.288,10,208.218,Autumn,7.293,20.93,0,82.441
deep_borehole,15.209,25.858,7.399,0.253,12,41.092,Winter,7.493,14.808,3,45.433
rooftop_rainwater,1.644,19.54,4.4,0.733,9,58.502,Monsoon,7.729,8.768,2,37.699
community_tank,10.417,28.413,4.193,0.276,11,83.158,Autumn,7.987,24.763,1,66.725
pond,24.941,21.039,5.286,0.61,2,5.041,Winter,7.364,4.369,2,16.944
spring,11.389,28.111,7.397,0.847,5,19.087,Summer,7.763,14.067,0,29.958
deep_borehole,16.661,24.782,4.431,0.837,7,34.479,Monsoon,7.636,44.136,2,100.0
piped_protected,1.154,20.18,7.166,0.167,10,106.709,Autumn,7.269,8.893,3,44.484
river,2.887,24.742,8.054,0.655,12,8.69,Winter,7.668,1.91,1,9.285
piped_protected,22.494,20.499,6.208,0.602,4,76.022,Summer,8.376,1.642,4,28.227
open_catchment,12.556,28.324,5.668,0.282,7,21.445,Monsoon,7.11,8.602,1,29.274
community_tank,10.204,23.453,3.774,0.391,7,61.76,Monsoon,7.51,2.579,1,29.946
community_tank,10.9,21.876,9.265,0.285,2,24.774,Winter,7.234,0.656,1,20.592
piped_protected,5.348,26.983,9.74,0.537,2,27.74,Winter,7.899,23.698,2,51.488
canal,0.456,24.873,8.83,0.804,2,22.215,Winter,7.301,0.765,5,12.203
rooftop_rainwater,15.345,26.561,6.585,0.878,9,24.909,Monsoon,7.849,7.213,4,24.585
pond,11.354,24.658,6.92,0.723,1,120.609,Winter,6.563,11.301,3,38.973
spring,6.402,28.47,8.028,0.483,6,13.017,Monsoon,7.903,0.593,1,19.96
community_tank,23.002,23.795,7.22,0.958,7,9.223,Monsoon,7.6,7.548,1,20.571
piped_protected,4.097,20.272,2.326,0.564,9,11.215,Monsoon,6.888,22.016,2,68.734
piped_protected,3.486,21.717,8.377,0.479,3,21.326,Summer,7.641,17.59,1,41.024
rooftop_rainwater,20.62,26.306,8.828,0.857,9,31.761,Monsoon,7.261,5.025,2,26.404
rooftop_rainwater,15.945,23.027,8.608,0.185,7,42.447,Monsoon,7.558,6.092,1,29.784
shallow_well,7.236,28.85,7.678,0.158,5,31.924,Summer,8.343,5.355,1,19.201
shallow_well,1.401,21.488,8.437,0.783,12,19.222,Winter,7.289,1.186,3,14.314
canal,2.422,28.055,4.881,0.871,5,252.277,Summer,7.942,17.378,1,72.891
canal,10.678,23.701,6.86,0.073,7,65.154,Monsoon,7.501,1.019,1,33.238
open_catchment,4.862,28.923,5.997,0.764,10,16.838,Autumn,7.289,18.287,3,44.365
canal,18.108,26.517,9.177,0.424,6,35.412,Monsoon,7.513,10.741,1,40.183
deep_borehole,29.948,25.578,7.276,0.704,8,104.403,Monsoon,7.133,20.031,2,60.355
rooftop_rainwater,16.38,26.993,6.761,0.135,10,20.827,Autumn,7.059,10.498,2,30.444
spring,4.741,28.68,5.473,0.973,10,28.735,Autumn,7.542,22.051,1,43.133
deep_borehole,15.544,24.848,5.411,0.881,9,23.363,Monsoon,7.594,8.215,1,26.708
pond,4.33,19.369,5.307,0.406,6,111.299,Monsoon,7.523,13.93,1,53.474
piped_protected,1.828,28.6,8.118,0.893,3,54.302,Summer,7.495,7.72,4,26.62
canal,0.34,24.186,7.897,0.895,12,18.75,Winter,7.405,18.409,0,35.198
piped_protected,4.873,32.68,7.375,0.461,9,301.704,Monsoon,7.952,16.182,3,100.0
community_tank,23.388,23.192,8.187,0.947,2,13.493,Winter,7.44,16.687,3,35.176
open_catchment,2.731,23.858,5.792,0.977,5,35.115,Summer,7.524,16.416,1,37.335
community_tank,2.313,27.233,4.234,0.217,10,118.425,Autumn,7.873,14.513,1,55.222
open_catchment,35.006,27.285,8.025,0.067,4,31.864,Summer,4.979,13.959,1,99.192
shallow_well,0.253,26.268,6.916,0.331,2,25.95,Winter,7.75,7.289,2,23.546
piped_protected,15.408,23.32,8.249,0.489,6,55.222,Monsoon,8.187,6.293,2,32.159
open_catchment,3.877,21.519,7.639,0.093,12,42.18,Winter,8.026,4.479,1,25.978
reservoir,0.382,22.969,6.89,0.141,10,15.894,Autumn,7.616,15.341,3,41.161
reservoir,24.986,20.45,7.308,0.972,7,72.378,Monsoon,6.979,19.293,1,49.398
reservoir,1.504,31.19,9.114,0.737,2,15.96,Winter,8.11,19.93,3,47.294
river,8.025,21.926,6.565,0.875,3,9.27,Summer,6.384,3.724,1,73.098
deep_borehole,3.203,24.118,8.105,0.971,5,44.147,Summer,6.836,11.876,2,29.358
open_catchment,0.674,27.077,7.464,0.378,9,15.504,Monsoon,7.483,19.718,3,46.835
open_catchment,0.512,25.016,4.488,0.688,7,37.909,Monsoon,7.374,7.931,2,27.193
deep_borehole,1.228,23.226,5.029,0.184,12,53.898,Winter,8.284,6.659,2,30.073
piped_protected,0.74,24.554,6.941,0.552,12,44.404,Winter,7.544,14.496,0,34.95
piped_protected,14.294,23.174,6.253,0.21,3,835.32,Summer,7.203,7.385,3,100.0
reservoir,6.647,24.237,5.575,0.16,10,159.452,Autumn,7.233,2.423,4,40.558
deep_borehole,4.199,26.172,8.606,0.098,4,64.818,Summer,7.6,10.223,3,42.821
reservoir,5.419,21.89,4.757,0.58,7,61.217,Monsoon,6.706,5.522,1,28.828
community_tank,26.443,28.241,6.702,0.95,11,83.968,Autumn,8.09,17.225,3,43.338
river,24.163,25.218,5.689,0.122,1,37.641,Winter,7.154,5.397,3,21.191
spring,12.576,23.25,9.224,0.502,4,34.497,Summer,7.046,22.019,4,48.915
pond,21.601,24.053,10.776,0.687,1,35.886,Winter,7.705,15.332,4,36.035
river,3.851,28.502,6.533,0.496,5,23.728,Summer,7.048,9.526,1,30.112
piped_protected,4.798,27.455,8.273,0.912,12,284.586,Winter,7.918,0.316,4,65.407
spring,9.512,25.72,8.905,0.166,12,14.076,Winter,7.322,13.326,4,34.162
shallow_well,9.772,23.199,8.348,0.024,2,99.04,Winter,7.612,24.563,3,67.989
canal,6.572,26.705,8.187,0.383,9,85.294,Monsoon,7.117,24.768,3,65.699
reservoir,5.119,25.042,4.341,0.555,3,75.935,Summer,7.641,5.569,2,28.496
open_catchment,42.817,30.237,8.764,0.255,5,40.499,Summer,7.443,2.993,0,27.913
deep_borehole,17.211,24.887,7.539,0.168,12,15.916,Winter,6.771,9.641,2,26.337
deep_borehole,5.709,30.051,6.656,0.805,8,60.219,Monsoon,7.583,14.438,3,42.031
open_catchment,12.994,25.584,6.883,0.189,8,60.204,Monsoon,8.33,9.609,1,31.466
reservoir,3.141,21.889,7.387,0.443,9,405.257,Monsoon,7.208,1.905,4,91.115
canal,1.055,34.89,6.619,0.954,12,73.979,Winter,7.527,7.214,3,32.184
pond,4.345,20.659,6.468,0.613,3,51.74,Summer,8.36,6.399,1,21.444
canal,5.158,19.07,5.533,0.498,3,39.565,Summer,7.856,18.561,4,45.317
spring,0.167,18.776,7.765,0.36,4,26.356,Summer,7.046,3.497,2,23.895
canal,16.863,33.219,6.758,0.52,6,50.479,Monsoon,7.866,0.682,2,27.583
spring,4.45,31.372,5.811,0.734,7,71.946,Monsoon,7.825,17.968,0,52.038
canal,8.685,25.432,7.147,0.823,12,18.435,Winter,6.975,5.09,8,17.971
pond,0.768,26.302,7.064,0.65,12,24.417,Winter,7.948,24.566,0,55.496
pond,1.924,25.753,7.759,0.79,1,16.329,Winter,6.874,6.366,5,18.865
piped_protected,22.045,19.688,6.955,0.088,2,62.802,Winter,7.231,8.205,0,38.655
open_catchment,9.382,29.376,7.925,0.014,3,118.439,Summer,7.454,5.544,3,40.474
pond,30.014,28.984,6.59,0.734,1,2.946,Winter,8.034,2.244,2,15.674
spring,66.846,21.307,6.698,0.262,3,28.098,Summer,7.875,10.786,2,35.63
pond,4.65,25.977,7.416,0.878,4,231.135,Summer,7.268,13.185,2,63.305
piped_protected,3.55,24.78,7.581,0.536,11,81.169,Autumn,8.281,2.313,1,28.791
deep_borehole,19.544,24.367,8.817,0.479,6,56.974,Monsoon,7.374,22.262,1,58.088
spring,65.795,22.963,8.572,0.773,5,12.009,Summer,7.854,20.517,5,45.799
piped_protected,9.933,24.663,6.935,0.741,11,92.46,Autumn,7.676,1.291,3,28.083
community_tank,15.854,23.419,4.885,0.704,6,36.195,Monsoon,7.285,40.891,3,100.0
community_tank,15.221,28.193,8.026,0.69,9,82.361,Monsoon,7.171,15.717,2,47.561
shallow_well,4.39,24.917,7.792,0.515,1,362.801,Winter,7.48,24.772,3,100.0
canal,8.54,22.922,7.326,0.926,3,10.687,Summer,8.005,5.544,2,17.105
open_catchment,17.901,24.924,8.16,0.891,8,162.905,Monsoon,7.384,8.134,3,44.481
rooftop_rainwater,11.651,24.576,6.447,0.329,9,28.856,Monsoon,7.815,0.983,1,19.578
