source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
canal,7.836,20.995,25.963,7.722,0.533,4,25.302,Summer,6.838,1,18.673
spring,6.599,1.282,24.557,4.539,0.51,2,4.487,Winter,7.612,5,17.026
canal,5.176,9.598,22.189,7.123,0.623,6,58.341,Monsoon,7.305,1,21.177
canal,1.674,9.178,23.823,9.924,0.17,5,57.339,Summer,7.17,2,23.22
community_tank,9.785,19.652,30.151,8.894,0.254,10,69.317,Autumn,7.745,1,36.304
community_tank,3.75,0.033,28.359,7.787,0.906,9,20.798,Monsoon,8.164,3,12.395
community_tank,1.069,2.106,30.258,7.613,0.212,10,9.048,Autumn,7.465,4,18.618
spring,4.938,2.481,22.931,7.058,0.233,2,14.791,Winter,7.332,2,18.491
rooftop_rainwater,8.74,29.951,27.421,7.226,0.51,5,70.387,Summer,7.303,0,36.475
pond,8.873,1.669,27.11,6.858,0.641,3,92.747,Summer,7.49,2,25.757
pond,0.11,0.377,29.405,7.307,0.001,5,119.031,Summer,8.234,0,34.366
piped_protected,8.863,7.646,25.035,4.553,0.457,5,62.322,Summer,7.382,5,32.421
community_tank,2.715,7.52,22.652,3.753,0.399,5,16.994,Summer,7.302,3,20.404
spring,0.39,18.582,22.295,5.874,0.866,8,45.435,Monsoon,7.896,3,31.214
piped_protected,8.478,29.732,24.96,8.548,0.84,5,14.83,Summer,7.756,1,14.593
shallow_well,8.639,7.734,25.232,7.89,0.906,6,25.372,Monsoon,8.541,1,73.81
piped_protected,5.962,26.592,25.818,8.269,0.842,1,64.829,Winter,7.089,0,26.749
rooftop_rainwater,5.744,12.916,20.812,7.143,0.787,4,16.716,Summer,7.444,0,20.632
river,8.131,3.073,28.882,8.822,0.859,2,34.529,Winter,7.697,4,26.53
canal,7.863,26.369,20.942,8.999,0.175,2,163.727,Winter,7.529,3,58.496
community_tank,8.901,11.009,28.872,8.792,0.341,11,427.365,Autumn,7.037,2,100.0
river,5.527,5.346,24.031,5.977,0.684,1,80.909,Winter,8.678,1,75.041
reservoir,9.676,11.402,30.537,7.083,0.923,6,8.448,Monsoon,7.631,3,16.433
piped_protected,9.961,5.13,19.762,6.305,0.667,3,63.489,Summer,7.677,2,29.52
spring,1.165,1.212,28.526,9.213,0.208,2,27.306,Winter,7.928,2,20.184
canal,8.495,12.693,21.908,8.684,0.945,11,22.316,Autumn,7.578,0,21.403
pond,4.998,17.378,21.693,7.686,0.76,8,17.048,Monsoon,7.881,2,23.464
open_catchment,3.876,13.049,29.968,8.034,0.717,5,12.626,Summer,7.257,1,18.953
canal,6.131,2.602,27.259,7.438,0.763,10,67.307,Autumn,7.182,0,23.112
rooftop_rainwater,0.56,31.381,20.566,5.601,0.659,11,82.971,Autumn,7.81,1,33.632
reservoir,5.065,0.256,25.606,8.608,0.022,1,76.578,Winter,7.749,1,23.417
rooftop_rainwater,8.709,4.045,29.214,10.027,0.254,1,17.205,Winter,7.428,6,27.959
piped_protected,2.135,3.012,26.675,7.758,0.957,2,23.189,Winter,7.602,4,13.414
shallow_well,4.264,0.493,25.093,6.819,0.289,12,300.652,Winter,7.849,2,63.052
rooftop_rainwater,9.395,5.204,28.453,5.91,0.772,12,13.325,Winter,7.508,2,27.849
rooftop_rainwater,4.286,9.758,26.106,6.615,0.424,3,39.112,Summer,7.329,1,27.573
spring,3.584,21.418,20.021,5.088,0.908,2,13.927,Winter,7.313,2,21.286
piped_protected,4.405,45.746,25.288,5.628,0.558,2,34.188,Winter,7.807,0,19.38
canal,5.195,16.507,26.453,6.749,0.632,5,14.975,Summer,6.865,0,19.7
shallow_well,6.32,6.324,25.668,7.475,0.24,7,26.995,Monsoon,7.546,3,25.462
river,8.007,12.863,23.786,4.787,0.058,1,79.099,Winter,7.071,2,36.909
open_catchment,4.521,18.555,26.374,7.289,0.757,1,19.911,Winter,7.0,1,17.164
community_tank,8.175,6.261,25.551,9.374,0.068,2,69.386,Winter,7.707,3,33.262
pond,5.337,15.374,19.024,7.653,0.722,2,10.28,Winter,6.354,4,76.4
rooftop_rainwater,3.385,6.59,21.021,7.743,0.555,1,64.302,Winter,7.187,2,26.53
piped_protected,6.58,4.886,25.93,7.609,0.82,12,9.56,Winter,8.066,3,19.416
community_tank,7.177,7.467,27.237,4.599,0.206,11,23.029,Autumn,7.586,2,28.682
pond,5.58,11.266,22.666,4.732,0.542,9,47.744,Monsoon,7.919,3,26.753
pond,0.566,12.979,27.211,7.897,0.614,12,88.948,Winter,6.777,1,29.37
river,1.699,4.412,26.501,8.065,0.074,10,26.683,Autumn,7.608,1,23.413
river,2.853,8.47,24.433,8.567,0.739,7,29.95,Monsoon,6.23,4,83.689
river,2.826,24.065,26.28,9.025,0.389,10,13.741,Autumn,6.865,2,13.549
deep_borehole,6.734,37.428,26.214,6.225,0.129,11,64.094,Autumn,7.392,4,32.479
deep_borehole,0.183,2.578,27.63,8.456,0.387,7,133.943,Monsoon,7.052,0,39.875
pond,7.557,2.142,27.772,8.435,0.098,12,10.873,Winter,8.051,0,16.831
river,2.653,11.291,21.874,9.304,0.888,6,18.67,Monsoon,6.989,5,21.614
spring,3.1,5.356,22.801,9.405,0.457,6,40.445,Monsoon,7.537,0,26.077
rooftop_rainwater,5.279,0.245,29.43,6.415,0.138,6,220.072,Monsoon,7.751,1,64.788
community_tank,2.159,4.26,27.649,6.881,0.252,12,68.894,Winter,8.194,3,25.738
community_tank,8.845,16.437,26.916,7.312,0.725,2,15.196,Winter,7.338,0,22.458
deep_borehole,0.854,15.967,27.383,5.759,0.786,10,12.705,Autumn,7.436,2,15.432
pond,4.444,6.826,28.414,8.662,0.041,7,51.873,Monsoon,8.078,1,27.827
piped_protected,8.494,6.398,25.401,6.682,0.06,4,19.437,Summer,7.798,4,21.983
canal,6.158,8.663,23.863,8.754,0.917,11,12.848,Autumn,7.1,1,13.781
canal,2.923,2.477,26.683,9.269,0.331,2,9.836,Winter,7.089,2,18.025
deep_borehole,4.208,7.466,24.921,6.577,0.193,12,105.088,Winter,4.445,3,97.749
piped_protected,7.067,0.111,29.648,4.382,0.123,9,16.999,Monsoon,7.213,2,30.078
deep_borehole,9.733,6.454,29.603,6.957,0.476,7,4.359,Monsoon,7.422,3,31.664
canal,8.931,4.096,27.673,9.006,0.771,6,10.377,Monsoon,8.168,0,24.038
piped_protected,3.424,11.235,21.169,8.986,0.521,5,28.571,Summer,7.818,2,24.205
river,9.982,10.171,21.715,6.849,0.021,10,53.862,Autumn,7.49,1,33.88
pond,0.035,4.794,21.055,7.183,0.484,11,60.921,Autumn,7.795,2,27.17
community_tank,0.276,0.073,25.56,6.771,0.312,3,38.13,Summer,7.632,1,16.112
spring,8.238,2.907,27.769,6.11,0.683,1,85.69,Winter,7.123,4,34.188
shallow_well,1.995,10.033,24.077,4.426,0.524,5,114.784,Summer,6.916,2,36.922
pond,0.608,0.751,23.061,7.779,0.965,4,79.027,Summer,7.822,4,19.86
river,2.371,1.139,25.311,6.275,0.598,9,182.742,Monsoon,8.975,1,81.784
reservoir,4.261,10.414,22.648,7.322,0.632,6,76.378,Monsoon,7.383,0,32.607
canal,7.306,14.096,25.798,8.017,0.52,7,3.535,Monsoon,7.963,1,21.546
river,6.243,3.879,24.27,8.356,0.311,11,80.181,Autumn,7.22,3,27.715
reservoir,2.376,6.727,23.029,5.968,0.631,3,35.546,Summer,7.604,2,16.966
deep_borehole,5.033,29.134,25.346,5.535,0.333,7,52.131,Monsoon,7.421,4,25.194
piped_protected,9.262,29.104,27.663,7.883,0.717,9,50.259,Monsoon,7.79,1,27.941
community_tank,8.15,3.675,20.443,7.992,0.237,9,112.63,Monsoon,7.386,2,49.534
rooftop_rainwater,3.232,16.607,25.504,6.155,0.368,11,20.603,Autumn,8.027,6,17.423
deep_borehole,9.823,9.013,18.703,8.492,0.584,9,25.97,Monsoon,6.71,3,30.979
pond,7.086,37.084,24.236,6.943,0.628,1,28.263,Winter,7.304,3,22.964
deep_borehole,0.624,6.493,27.086,5.885,0.669,1,67.822,Winter,4.696,1,86.987
pond,0.352,14.904,28.067,5.525,0.7,11,100.62,Autumn,7.188,1,35.978
rooftop_rainwater,1.684,14.616,23.426,7.732,0.318,2,15.538,Winter,7.042,4,21.718
open_catchment,7.279,6.88,23.394,7.36,0.893,11,139.396,Autumn,7.473,4,42.649
reservoir,1.837,15.878,24.31,7.57,0.03,8,123.187,Monsoon,7.191,0,38.695
community_tank,5.115,3.025,21.693,5.341,0.188,8,24.739,Monsoon,6.409,0,89.132
spring,0.933,1.304,25.488,3.662,0.07,1,20.766,Winter,7.87,3,22.556
spring,9.209,5.537,21.992,7.916,0.672,11,108.713,Autumn,7.198,0,40.728
reservoir,3.44,28.758,26.67,8.801,0.274,6,35.709,Monsoon,8.463,2,25.905
shallow_well,9.081,6.946,22.85,4.571,0.199,12,12.19,Winter,7.402,4,26.722
river,9.449,10.086,24.041,6.369,0.481,10,28.813,Autumn,7.077,5,27.32
open_catchment,0.061,9.786,26.498,10.959,0.619,3,7.508,Summer,7.986,2,15.192
reservoir,4.641,1.422,26.906,7.845,0.619,1,17.005,Winter,7.732,3,18.784
spring,0.247,4.948,26.77,8.961,0.557,5,123.804,Summer,7.262,4,28.452
deep_borehole,9.087,12.274,25.791,9.444,0.992,2,242.826,Winter,6.861,4,69.649
river,5.184,35.752,21.74,6.274,0.86,6,31.453,Monsoon,6.976,6,26.209
open_catchment,0.749,1.839,24.906,10.512,0.239,4,31.93,Summer,7.7,2,19.519
piped_protected,1.103,5.284,24.478,4.393,0.759,12,81.159,Winter,7.368,3,25.654
piped_protected,3.835,0.999,23.738,7.763,0.569,8,144.062,Monsoon,7.363,0,39.504
river,9.402,2.776,25.222,7.518,0.071,1,14.437,Winter,7.824,2,20.55
reservoir,6.929,4.728,22.414,5.345,0.05,12,18.014,Winter,7.419,3,21.944
pond,8.676,7.779,24.896,5.887,0.8,7,85.403,Monsoon,7.363,0,32.691
pond,3.665,2.621,24.101,6.08,0.545,10,24.612,Autumn,7.434,2,15.936
deep_borehole,0.432,2.582,23.628,4.832,0.571,6,26.557,Monsoon,4.685,1,99.452
open_catchment,9.743,15.043,21.651,4.88,0.336,12,3.958,Winter,7.5,3,25.639
open_catchment,0.172,32.872,21.571,6.518,0.93,9,69.19,Monsoon,7.09,1,29.408
river,9.477,3.91,29.027,6.272,0.713,4,29.02,Summer,7.225,2,24.944
canal,3.687,11.647,25.344,6.015,0.928,6,152.232,Monsoon,7.614,2,37.926
piped_protected,0.101,2.985,30.437,8.248,0.099,7,20.737,Monsoon,7.668,2,26.944
open_catchment,6.892,26.304,30.585,5.874,0.584,8,90.33,Monsoon,7.08,0,42.039
river,9.805,11.175,28.689,7.402,0.638,10,45.576,Autumn,8.092,2,25.218
rooftop_rainwater,9.656,16.229,21.154,6.998,0.126,7,15.585,Monsoon,7.115,1,33.283
shallow_well,1.609,0.506,29.233,6.527,0.346,7,24.664,Monsoon,7.343,1,21.104
rooftop_rainwater,1.812,9.126,24.621,4.948,0.215,6,27.563,Monsoon,7.175,3,18.749
community_tank,5.655,7.5,24.167,6.744,0.984,6,26.359,Monsoon,7.053,1,21.045
reservoir,6.373,3.467,23.739,6.038,0.543,1,48.939,Winter,7.546,2,20.816
deep_borehole,7.394,3.044,23.948,8.442,0.315,9,134.503,Monsoon,7.185,1,42.386
open_catchment,1.811,8.676,26.198,7.958,0.664,8,12.844,Monsoon,7.888,3,22.099
community_tank,9.59,12.258,31.899,6.118,0.66,9,40.999,Monsoon,7.585,1,31.225
spring,6.387,0.337,20.082,5.66,0.347,11,22.061,Autumn,8.138,2,23.987
community_tank,8.47,8.379,30.83,5.659,0.994,1,21.064,Winter,7.158,1,20.235
river,5.401,1.869,29.527,6.631,0.809,6,81.85,Monsoon,7.404,2,23.204
open_catchment,4.143,1.512,24.467,8.573,0.4,6,103.945,Monsoon,7.587,1,25.136
shallow_well,9.772,9.758,23.507,8.771,0.66,12,14.947,Winter,7.664,2,22.985
reservoir,5.821,3.723,20.959,3.0,0.711,9,43.534,Monsoon,6.557,4,34.576
river,8.669,5.814,22.276,9.278,0.174,2,22.614,Winter,7.836,2,27.779
river,9.533,4.463,23.178,6.823,0.878,1,18.532,Winter,8.164,3,17.297
deep_borehole,6.754,10.451,24.69,4.937,0.826,2,61.396,Winter,7.788,2,22.117
deep_borehole,5.489,6.351,24.911,6.923,0.756,6,79.533,Monsoon,7.568,5,26.861
piped_protected,0.035,33.093,27.283,5.76,0.223,7,120.429,Monsoon,7.988,3,42.035
piped_protected,0.4,4.345,26.954,9.478,0.136,7,136.455,Monsoon,8.188,2,43.028
pond,2.009,13.482,25.716,6.131,0.181,3,89.401,Summer,7.251,3,33.613
canal,1.86,2.975,24.869,5.565,0.093,4,15.585,Summer,6.747,3,15.777
open_catchment,2.548,7.108,28.429,10.149,0.94,3,234.682,Summer,7.718,6,43.054
open_catchment,3.049,8.042,27.519,7.6,0.851,11,12.222,Autumn,7.075,2,17.401
community_tank,3.601,3.991,26.335,6.235,0.091,9,86.842,Monsoon,7.045,3,34.908
open_catchment,4.205,6.382,23.783,9.779,0.678,3,48.752,Summer,7.46,2,24.574
open_catchment,0.989,3.275,28.317,8.963,0.246,12,118.106,Winter,7.206,2,37.335
canal,0.424,0.06,27.505,6.078,0.017,10,121.027,Autumn,7.9,3,32.631
spring,6.739,2.429,24.262,5.792,0.292,6,15.386,Monsoon,7.679,7,24.807
piped_protected,5.373,12.042,19.248,7.148,0.44,6,44.451,Monsoon,7.512,0,32.918
piped_protected,4.441,14.739,25.285,6.757,0.02,5,24.779,Summer,7.014,2,22.028
shallow_well,6.344,3.288,22.923,5.933,0.324,5,5.735,Summer,8.071,4,23.311
open_catchment,8.277,5.243,27.152,6.97,0.7,11,18.357,Autumn,7.245,1,21.863
canal,4.277,0.381,25.648,9.622,0.228,8,21.792,Monsoon,7.737,1,16.578
reservoir,6.411,2.706,19.982,8.57,0.485,9,127.541,Monsoon,7.333,2,42.857
piped_protected,9.536,15.106,25.884,7.582,0.888,8,37.779,Monsoon,7.046,3,29.017
canal,8.396,9.314,30.145,6.489,0.028,8,150.023,Monsoon,6.828,0,64.646
rooftop_rainwater,4.26,2.304,24.542,6.809,0.786,11,96.311,Autumn,7.459,4,26.182
spring,6.447,2.977,24.975,8.026,0.384,10,50.71,Autumn,7.706,1,20.148
open_catchment,1.771,16.972,23.971,7.905,0.541,3,24.064,Summer,8.032,3,20.236
shallow_well,5.605,2.346,25.216,7.098,0.231,6,26.008,Monsoon,7.902,1,20.926
community_tank,9.813,4.067,29.62,8.629,0.579,9,20.091,Monsoon,6.994,1,20.652
piped_protected,5.183,10.917,28.167,5.253,0.731,5,140.341,Summer,7.177,1,38.788
rooftop_rainwater,9.276,8.235,23.273,8.476,0.202,4,14.94,Summer,6.785,3,27.151
reservoir,4.073,6.178,24.782,7.931,0.343,9,30.379,Monsoon,7.813,3,16.881
canal,9.988,23.0,24.977,4.86,0.567,5,30.293,Summer,7.71,1,21.14
deep_borehole,5.792,2.481,26.235,6.015,0.417,6,344.986,Monsoon,7.018,1,94.967
river,0.423,13.525,26.29,9.247,0.293,11,112.647,Autumn,7.933,2,32.363
open_catchment,5.868,1.732,24.712,7.789,0.452,11,30.106,Autumn,7.602,1,22.556
open_catchment,2.746,9.564,21.265,6.827,0.291,11,16.349,Autumn,7.143,1,25.442
rooftop_rainwater,0.325,20.45,24.656,7.493,0.302,7,15.445,Monsoon,7.669,1,24.564
canal,8.209,6.123,23.913,7.019,0.611,8,126.342,Monsoon,7.771,5,47.37
pond,2.757,12.884,22.308,7.54,0.477,3,22.979,Summer,7.769,3,16.339
open_catchment,7.965,17.17,27.365,8.404,0.677,1,26.702,Winter,7.026,4,22.187
pond,2.882,1.462,25.058,9.716,0.837,10,72.906,Autumn,7.731,2,23.997
reservoir,1.943,12.236,21.902,5.536,0.943,11,34.178,Autumn,7.396,3,21.214
deep_borehole,9.739,25.237,30.94,8.747,0.151,5,19.132,Summer,7.33,2,30.147
rooftop_rainwater,3.616,8.589,26.249,6.443,0.626,9,42.759,Monsoon,7.889,3,23.544
canal,6.014,2.059,27.376,5.157,0.582,9,86.394,Monsoon,7.504,3,36.572
canal,6.1,1.358,28.144,8.964,0.867,4,15.126,Summer,7.063,1,22.123
reservoir,5.605,3.007,23.692,5.964,0.896,3,18.889,Summer,7.422,2,21.064
reservoir,9.147,1.093,26.631,8.497,0.761,5,138.911,Summer,7.384,4,41.304
spring,6.744,7.203,19.21,8.618,0.595,2,38.518,Winter,7.367,3,29.114
river,4.037,0.723,27.887,9.915,0.199,2,17.212,Winter,7.629,0,13.212
piped_protected,8.624,2.528,24.796,8.853,0.277,6,15.171,Monsoon,7.462,3,22.936
piped_protected,1.811,5.797,26.58,8.955,0.603,5,120.63,Summer,7.638,2,30.171
community_tank,5.442,6.423,24.789,8.769,0.139,9,19.063,Monsoon,7.526,2,26.67
shallow_well,9.506,8.333,30.453,7.338,0.184,4,107.096,Summer,7.542,0,44.896
rooftop_rainwater,6.254,12.229,28.673,9.033,0.911,1,56.783,Winter,7.653,1,19.814
deep_borehole,8.17,0.484,17.167,6.606,0.956,12,21.947,Winter,7.659,3,16.233
canal,6.536,0.841,26.658,6.065,0.005,10,24.664,Autumn,7.653,1,19.238
river,8.394,0.628,24.154,7.892,0.862,6,20.908,Monsoon,7.671,3,20.394
pond,9.445,5.502,26.777,8.859,0.938,8,38.996,Monsoon,6.477,1,78.192
rooftop_rainwater,2.729,0.427,26.735,6.743,0.526,7,116.46,Monsoon,7.83,4,29.188
community_tank,1.697,13.707,22.771,6.408,0.449,3,51.584,Summer,8.038,1,22.866
rooftop_rainwater,4.84,2.523,24.653,4.846,0.919,4,12.536,Summer,7.277,2,13.759
community_tank,7.019,28.004,21.942,5.766,0.008,11,132.237,Autumn,7.157,1,45.129
canal,2.272,6.663,29.458,5.955,0.84,10,318.426,Autumn,8.041,0,67.452
shallow_well,0.041,5.912,25.982,8.839,0.297,12,13.275,Winter,7.942,2,14.42
community_tank,3.429,15.166,26.297,6.393,0.641,5,6.565,Summer,7.535,1,15.429
canal,9.689,12.488,25.912,7.722,0.323,3,37.44,Summer,7.437,9,29.215
canal,6.95,9.347,21.821,4.749,0.523,12,36.936,Winter,7.669,3,27.513
shallow_well,4.013,27.356,26.898,8.951,0.808,8,73.221,Monsoon,7.984,2,26.837
piped_protected,1.926,5.486,30.355,7.353,0.181,9,41.056,Monsoon,8.014,2,26.965
rooftop_rainwater,3.561,16.53,20.332,4.972,0.664,7,20.864,Monsoon,6.871,0,21.308
open_catchment,1.698,4.782,25.241,6.222,0.898,8,15.48,Monsoon,7.76,0,19.017
open_catchment,1.063,18.223,27.279,5.837,0.901,2,35.376,Winter,7.854,1,19.91
pond,9.067,3.004,22.754,7.347,0.894,10,97.475,Autumn,7.587,0,38.632
reservoir,9.977,3.415,27.197,6.464,0.518,3,21.265,Summer,7.914,2,22.151
pond,1.641,11.328,25.135,6.553,0.768,4,62.864,Summer,7.203,4,20.694
reservoir,0.545,2.392,22.862,5.744,0.447,10,20.894,Autumn,7.11,1,15.993
open_catchment,3.297,2.603,17.471,5.158,0.46,2,18.237,Winter,7.651,1,28.51
deep_borehole,4.617,3.642,24.702,8.231,0.284,3,90.654,Summer,7.358,3,32.212
open_catchment,2.048,11.361,24.78,8.495,0.285,8,121.461,Monsoon,6.905,2,32.131
pond,3.014,22.017,28.943,6.001,0.038,10,44.217,Autumn,7.569,3,31.486
river,2.009,11.226,26.017,7.748,0.531,12,13.567,Winter,7.36,0,13.493
pond,7.743,17.592,23.41,5.66,0.309,12,19.197,Winter,7.119,2,25.672
deep_borehole,7.126,7.843,20.286,8.178,0.188,7,8.481,Monsoon,7.18,2,29.665
rooftop_rainwater,6.35,0.714,27.624,6.797,0.122,6,59.38,Monsoon,7.815,0,21.977
reservoir,3.872,1.059,25.352,5.891,0.347,6,29.536,Monsoon,8.132,3,16.327
open_catchment,9.09,8.083,23.818,5.467,0.899,2,36.059,Winter,8.212,1,22.556
shallow_well,9.695,3.972,23.377,8.637,0.516,8,70.798,Monsoon,7.493,3,34.929
river,1.736,2.492,28.73,4.914,0.557,11,15.272,Autumn,7.277,1,22.949
canal,2.23,6.278,29.174,6.882,0.054,12,71.758,Winter,7.9,2,30.931
deep_borehole,5.256,10.981,23.12,4.121,0.52,6,125.085,Monsoon,7.074,4,41.426
pond,0.913,4.861,18.105,5.554,0.668,11,10.211,Autumn,7.96,2,24.473
reservoir,4.364,16.222,24.36,5.093,0.151,5,68.185,Summer,7.243,3,24.162
shallow_well,5.818,13.414,25.678,3.325,0.984,10,47.24,Autumn,7.503,4,20.267
community_tank,5.221,13.277,25.217,6.197,0.915,5,68.37,Summer,6.138,2,71.914
piped_protected,3.309,42.124,20.277,6.5,0.993,2,58.022,Winter,7.634,1,22.95
open_catchment,5.424,3.499,29.599,5.242,0.36,2,20.759,Winter,7.641,2,17.376
piped_protected,9.588,10.349,19.419,6.084,0.822,7,79.367,Monsoon,7.055,2,37.741
deep_borehole,2.06,19.343,22.753,6.651,0.329,11,21.285,Autumn,8.152,0,22.457
community_tank,6.548,8.664,21.934,4.158,0.749,5,63.739,Summer,7.196,3,28.016
community_tank,0.434,15.583,21.776,7.048,0.948,7,150.156,Monsoon,6.917,3,45.908
community_tank,0.664,5.352,18.452,7.905,0.155,8,11.673,Monsoon,7.339,7,29.115
canal,5.518,8.928,25.182,7.441,0.14,4,17.62,Summer,7.998,1,21.003
deep_borehole,1.049,0.573,29.244,7.471,0.104,5,16.247,Summer,7.376,1,19.071
rooftop_rainwater,0.223,42.522,24.506,6.77,0.798,1,48.329,Winter,7.752,4,20.767
piped_protected,1.715,16.095,21.977,7.523,0.667,6,73.097,Monsoon,8.174,0,27.613
rooftop_rainwater,5.648,20.311,29.229,8.601,0.522,12,28.163,Winter,7.661,3,22.363
shallow_well,7.033,11.851,27.518,10.771,0.774,1,18.226,Winter,7.991,3,20.734
spring,2.025,2.059,22.466,5.448,0.85,3,134.308,Summer,7.869,4,34.28
river,6.683,0.315,25.967,5.755,0.95,10,89.856,Autumn,7.942,3,24.072
river,1.825,19.999,28.237,5.544,0.201,3,6.88,Summer,7.426,0,21.661
rooftop_rainwater,6.135,5.047,22.288,8.912,0.442,7,35.44,Monsoon,7.062,1,21.747
spring,4.12,3.063,25.365,9.332,0.923,11,19.765,Autumn,7.564,0,11.961
spring,6.538,8.248,23.835,8.142,0.461,10,46.234,Autumn,7.495,1,27.191
open_catchment,9.951,5.463,21.422,5.007,0.488,2,70.019,Winter,7.495,0,30.733
shallow_well,9.378,10.546,25.499,6.548,0.942,11,76.902,Autumn,7.202,3,24.874
deep_borehole,0.043,6.612,26.297,7.523,0.735,9,27.299,Monsoon,6.963,1,17.972
spring,8.854,11.948,25.132,7.512,0.552,4,31.563,Summer,7.093,0,20.976
pond,0.665,19.202,22.551,9.905,0.357,11,31.147,Autumn,6.946,1,25.117
river,9.53,2.176,31.302,8.593,0.915,6,15.715,Monsoon,7.379,1,28.585
pond,2.818,3.996,23.531,8.521,0.009,6,27.893,Monsoon,8.046,5,20.249
shallow_well,3.82,5.741,26.675,6.368,0.321,2,9.969,Winter,6.121,3,84.851
spring,0.916,32.717,27.422,7.624,0.946,12,33.191,Winter,7.557,1,15.626
piped_protected,1.123,4.547,17.527,4.535,0.498,10,18.614,Autumn,6.878,0,23.188
river,7.267,4.798,27.488,7.125,0.624,11,48.201,Autumn,7.224,5,26.112
open_catchment,9.443,10.598,25.027,7.266,0.533,4,69.245,Summer,7.437,4,31.558
reservoir,6.107,5.433,24.211,5.122,0.397,2,6.516,Winter,7.024,0,18.107
open_catchment,7.159,30.205,24.631,6.551,0.665,10,38.243,Autumn,7.471,2,21.474
community_tank,7.62,22.487,26.749,9.203,0.766,1,163.868,Winter,7.195,0,50.351
reservoir,2.628,7.203,18.152,6.943,0.364,10,26.039,Autumn,8.158,0,22.242
canal,0.452,10.35,25.096,7.936,0.591,7,7.619,Monsoon,8.097,3,21.903
spring,0.019,0.598,26.293,10.585,0.083,5,15.679,Summer,7.04,1,11.295
shallow_well,3.506,11.898,31.483,6.318,0.548,11,49.288,Autumn,7.226,1,22.112
river,2.415,12.283,20.949,8.276,0.748,5,64.17,Summer,7.922,0,33.865
canal,0.623,4.45,26.33,6.721,0.585,3,19.361,Summer,7.469,4,14.016
shallow_well,1.795,2.481,23.548,8.66,0.878,1,44.004,Winter,7.922,2,17.828
rooftop_rainwater,1.245,24.66,26.454,6.934,0.286,3,95.387,Summer,7.883,0,29.505
spring,9.149,5.564,27.6,8.584,0.492,9,36.234,Monsoon,7.074,2,28.788
deep_borehole,1.403,10.605,22.794,9.06,0.087,4,61.796,Summer,7.26,3,19.435
deep_borehole,5.376,0.339,30.865,6.695,0.7,5,51.813,Summer,6.936,1,23.822
spring,5.931,5.346,28.965,8.581,0.443,6,41.293,Monsoon,7.363,2,24.836
reservoir,5.435,16.997,27.365,4.423,0.53,9,7.21,Monsoon,7.239,0,25.267
community_tank,0.991,4.903,23.93,7.194,0.128,5,44.852,Summer,7.044,1,20.604
community_tank,3.188,9.242,23.336,8.963,0.997,7,2.72,Monsoon,7.651,4,16.386
reservoir,0.513,2.355,26.319,10.571,0.772,9,39.321,Monsoon,7.291,1,19.466
deep_borehole,3.957,5.388,23.818,5.106,0.401,1,13.843,Winter,8.246,1,16.349
piped_protected,1.886,26.261,23.429,5.308,0.57,2,29.168,Winter,7.561,2,21.854
reservoir,5.616,8.358,30.746,6.213,0.619,5,45.832,Summer,7.493,2,25.494
river,6.928,23.221,26.643,7.247,0.961,5,297.811,Summer,7.072,2,71.189
deep_borehole,5.321,23.23,27.471,6.028,0.768,12,19.605,Winter,7.384,3,23.572
piped_protected,4.342,28.85,30.63,8.339,0.35,9,27.474,Monsoon,7.391,2,25.738
canal,3.873,22.575,25.249,6.577,0.978,11,61.536,Autumn,7.614,2,25.267
piped_protected,8.417,0.033,23.103,5.931,0.302,7,9.507,Monsoon,8.365,1,13.68
canal,2.194,27.183,21.789,5.436,0.577,10,100.747,Autumn,6.954,9,38.347
shallow_well,7.342,1.479,29.063,7.083,0.701,9,44.713,Monsoon,7.445,3,27.1
pond,7.575,0.407,23.881,7.69,0.271,11,38.654,Autumn,8.087,3,24.889
shallow_well,4.192,0.57,16.137,8.362,0.956,7,91.189,Monsoon,8.023,3,32.693
deep_borehole,2.973,4.291,17.015,6.422,0.216,6,15.71,Monsoon,7.903,0,23.507
canal,4.705,9.697,20.574,7.71,0.442,6,18.578,Monsoon,7.105,5,21.552
deep_borehole,0.932,5.147,23.873,9.364,0.18,1,31.62,Winter,7.967,0,21.179
reservoir,0.459,0.259,24.32,8.844,0.875,7,12.878,Monsoon,7.284,2,13.226
spring,1.116,6.472,26.578,6.373,0.222,4,81.641,Summer,7.98,2,22.677
river,1.871,5.836,21.589,8.02,0.035,12,18.06,Winter,6.837,1,26.972
open_catchment,5.042,14.141,25.655,6.727,0.039,10,42.267,Autumn,7.608,2,23.327
deep_borehole,8.491,3.28,27.652,6.344,0.414,3,23.573,Summer,7.993,3,29.802
river,2.356,2.453,24.568,5.605,0.523,1,26.075,Winter,7.734,3,20.28
reservoir,9.352,2.956,23.606,9.66,0.042,7,14.238,Monsoon,7.591,1,27.236
piped_protected,9.549,3.62,22.4,5.943,0.093,10,18.867,Autumn,7.581,3,30.686
reservoir,9.589,9.142,28.438,6.764,0.097,9,19.853,Monsoon,7.329,6,30.71
shallow_well,8.376,6.378,20.89,4.142,0.669,1,24.678,Winter,8.16,1,28.081
piped_protected,3.638,4.108,29.731,8.65,0.3,2,20.692,Winter,7.779,0,17.728
